source	target	type	source_id	id	label	name	category_code	crunchbase_url	funded_month	source_description	round_code	raised_amount	permalink	source_url	raised_currency_code	funded_year	funded_day
"(664810 {""phone_number"":"""",""permalink"":""137-ventures"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/137-ventures"",""description"":"""",""overview"":"" 137 Ventures is a growth stage venture fund with an innovative secondary investment structure that provides liquidity to shareholders in the form of loans secured by private company shares.    The 137 Ventures team has deep connections in venture capital and private equity as well as extensive operational experience. 137 Ventures has made investments in many category leading companies including SolarCity, Tumblr, Eventbrite, Palantir Technologies and Spotify.  "",""created_at"":""Wed Mar 30 23:17:20 UTC 2011"",""updated_at"":""Wed Dec 11 00:46:33 UTC 2013"",""founded_year"":2010,""stub"":""False"",""homepage_url"":""http://137ventures.com"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":"""",""alias_list"":"""",""name"":""137 Ventures""})"	"(665442 {""stub"":"""",""visited"":""False"",""permalink"":""palantir-technologies"",""name"":""Palantir Technologies""})"	funded		137-ventures__palantir-technologies	funded						secondary_market	1500000.0	137-ventures__palantir-technologies		USD	2011	
"(664810 {""phone_number"":"""",""permalink"":""137-ventures"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/137-ventures"",""description"":"""",""overview"":"" 137 Ventures is a growth stage venture fund with an innovative secondary investment structure that provides liquidity to shareholders in the form of loans secured by private company shares.    The 137 Ventures team has deep connections in venture capital and private equity as well as extensive operational experience. 137 Ventures has made investments in many category leading companies including SolarCity, Tumblr, Eventbrite, Palantir Technologies and Spotify.  "",""created_at"":""Wed Mar 30 23:17:20 UTC 2011"",""updated_at"":""Wed Dec 11 00:46:33 UTC 2013"",""founded_year"":2010,""stub"":""False"",""homepage_url"":""http://137ventures.com"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":"""",""alias_list"":"""",""name"":""137 Ventures""})"	"(665450 {""stub"":"""",""visited"":""False"",""permalink"":""solarcity"",""name"":""SolarCity""})"	funded		137-ventures__solarcity	funded						secondary_market	1500000.0	137-ventures__solarcity		USD	2011	
"(664810 {""phone_number"":"""",""permalink"":""137-ventures"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/137-ventures"",""description"":"""",""overview"":"" 137 Ventures is a growth stage venture fund with an innovative secondary investment structure that provides liquidity to shareholders in the form of loans secured by private company shares.    The 137 Ventures team has deep connections in venture capital and private equity as well as extensive operational experience. 137 Ventures has made investments in many category leading companies including SolarCity, Tumblr, Eventbrite, Palantir Technologies and Spotify.  "",""created_at"":""Wed Mar 30 23:17:20 UTC 2011"",""updated_at"":""Wed Dec 11 00:46:33 UTC 2013"",""founded_year"":2010,""stub"":""False"",""homepage_url"":""http://137ventures.com"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":"""",""alias_list"":"""",""name"":""137 Ventures""})"	"(665451 {""stub"":"""",""visited"":""False"",""permalink"":""visto"",""name"":""Visto""})"	funded		137-ventures__visto	funded						secondary_market	1500000.0	137-ventures__visto		USD	2011	
"(664810 {""phone_number"":"""",""permalink"":""137-ventures"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/137-ventures"",""description"":"""",""overview"":"" 137 Ventures is a growth stage venture fund with an innovative secondary investment structure that provides liquidity to shareholders in the form of loans secured by private company shares.    The 137 Ventures team has deep connections in venture capital and private equity as well as extensive operational experience. 137 Ventures has made investments in many category leading companies including SolarCity, Tumblr, Eventbrite, Palantir Technologies and Spotify.  "",""created_at"":""Wed Mar 30 23:17:20 UTC 2011"",""updated_at"":""Wed Dec 11 00:46:33 UTC 2013"",""founded_year"":2010,""stub"":""False"",""homepage_url"":""http://137ventures.com"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":"""",""alias_list"":"""",""name"":""137 Ventures""})"	"(665452 {""stub"":"""",""visited"":""False"",""permalink"":""apptio"",""name"":""Apptio""})"	funded		137-ventures__apptio	funded						secondary_market	1500000.0	137-ventures__apptio		USD	2013	
"(664812 {""stub"":""False"",""permalink"":""1776-investments"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/1776-investments"",""name"":""1776 Investments"",""visited"":""False"",""created_at"":""Wed Jan 15 15:09:31 UTC 2014"",""updated_at"":""Thu Jan 16 02:04:09 UTC 2014""})"	"(665453 {""stub"":"""",""visited"":""False"",""permalink"":""derbyjackpot"",""name"":""DerbyJackpot""})"	funded		1776-investments__derbyjackpot	funded						seed	1500000.0	1776-investments__derbyjackpot		USD	2013	
"(664817 {""stub"":""False"",""permalink"":""1in10-ventures"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/1in10-ventures"",""name"":""1in10 Ventures"",""visited"":""False"",""created_at"":""Thu Oct 18 18:33:05 UTC 2012"",""updated_at"":""Fri Oct 26 17:24:35 UTC 2012""})"	"(665454 {""stub"":"""",""visited"":""False"",""permalink"":""gleanster-research"",""name"":""Gleanster Research""})"	funded		1in10-ventures__gleanster-research	funded					Gleanster Raises Additional Funding, Announces Growth Plans for 2011	angel	1500000.0	1in10-ventures__gleanster-research	http://www.prweb.com/releases/2011/1/prweb8047366.htm	USD	2011	
"(664819 {""phone_number"":""203-325-4000"",""permalink"":""1to1-venture-partners"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/1to1-venture-partners"",""description"":"""",""overview"":"" 1to1 Venture Partners, LLC is no longer investing. It is a venture capital firm specializing in early stage investments. The firm targets investments in Northeast of the United States, specifically from Boston to Washington, D.C. It typically invests between $500,000 and $2 million in its portfolio companies, with the average being $1 million. The firm invests in companies with net worth less than $18 million and maximum net income after tax less than $6 million during the prior two years. It seeks to co-invest along with other investors in larger transactions. The firm does not acquire controlling stakes but acquires a board seat in its portfolio companies. It does not invest in real estate&#8230; "",""created_at"":""Fri Sep 13 05:57:43 UTC 2013"",""updated_at"":""Fri Sep 13 10:18:12 UTC 2013"",""stub"":""False"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":"""",""alias_list"":"""",""name"":""1to1 Venture Partners""})"	"(665455 {""stub"":"""",""visited"":""False"",""permalink"":""silversky"",""name"":""Silversky""})"	funded		1to1-venture-partners__silversky	funded					Stripes Group Source	unattributed	4000000.0	1to1-venture-partners__silversky		USD	2000	
"(664824 {""phone_number"":""415-255-5439"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/2020-ventures"",""description"":""Venture investment"",""overview"":"" Venture investment in social mobile web companies in the US &amp; China. "",""updated_at"":""Tue Aug 02 18:37:36 UTC 2011"",""twitter_username"":""2020vc"",""number_of_employees"":2,""founded_year"":2009,""name"":""2020 Ventures"",""permalink"":""2020-ventures"",""founded_month"":12,""email_address"":""dw@2020.co"",""created_at"":""Wed Aug 25 16:28:15 UTC 2010"",""stub"":""False"",""homepage_url"":""http://2020.co"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False""})"	"(665456 {""stub"":"""",""visited"":""False"",""permalink"":""foodspotting"",""name"":""Foodspotting""})"	funded		2020-ventures__foodspotting	funded						seed	750000.0	2020-ventures__foodspotting	http://techcrunch.com/2010/08/25/foodspotting-funding/	USD	2010	
"(664824 {""phone_number"":""415-255-5439"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/2020-ventures"",""description"":""Venture investment"",""overview"":"" Venture investment in social mobile web companies in the US &amp; China. "",""updated_at"":""Tue Aug 02 18:37:36 UTC 2011"",""twitter_username"":""2020vc"",""number_of_employees"":2,""founded_year"":2009,""name"":""2020 Ventures"",""permalink"":""2020-ventures"",""founded_month"":12,""email_address"":""dw@2020.co"",""created_at"":""Wed Aug 25 16:28:15 UTC 2010"",""stub"":""False"",""homepage_url"":""http://2020.co"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False""})"	"(665457 {""stub"":"""",""visited"":""False"",""permalink"":""alltrails-com"",""name"":""AllTrails""})"	funded		2020-ventures__alltrails-com	funded					AllTrails Pockets $400K From 500 Startups And More	seed	400000.0	2020-ventures__alltrails-com	http://techcrunch.com/2011/11/13/alltrails-pockets-400k-from-500-startups-and-more/	USD	2011	
"(664824 {""phone_number"":""415-255-5439"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/2020-ventures"",""description"":""Venture investment"",""overview"":"" Venture investment in social mobile web companies in the US &amp; China. "",""updated_at"":""Tue Aug 02 18:37:36 UTC 2011"",""twitter_username"":""2020vc"",""number_of_employees"":2,""founded_year"":2009,""name"":""2020 Ventures"",""permalink"":""2020-ventures"",""founded_month"":12,""email_address"":""dw@2020.co"",""created_at"":""Wed Aug 25 16:28:15 UTC 2010"",""stub"":""False"",""homepage_url"":""http://2020.co"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False""})"	"(665458 {""stub"":"""",""visited"":""False"",""permalink"":""everpix"",""name"":""Everpix""})"	funded		2020-ventures__everpix	funded					Cloud Photos Service Everpix Raises $1 Million From Index Ventures, 500 Startups & Others, Prepares Its Public Debut	seed	1000000.0	2020-ventures__everpix	http://techcrunch.com/2012/07/19/cloud-photos-service-everpix-raises-1-million-from-index-ventures-500-startups-others-prepares-its-public-debut/	USD	2012	
"(664824 {""phone_number"":""415-255-5439"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/2020-ventures"",""description"":""Venture investment"",""overview"":"" Venture investment in social mobile web companies in the US &amp; China. "",""updated_at"":""Tue Aug 02 18:37:36 UTC 2011"",""twitter_username"":""2020vc"",""number_of_employees"":2,""founded_year"":2009,""name"":""2020 Ventures"",""permalink"":""2020-ventures"",""founded_month"":12,""email_address"":""dw@2020.co"",""created_at"":""Wed Aug 25 16:28:15 UTC 2010"",""stub"":""False"",""homepage_url"":""http://2020.co"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False""})"	"(665458 {""stub"":"""",""visited"":""False"",""permalink"":""everpix"",""name"":""Everpix""})"	funded		2020-ventures__everpix	funded						angel	800000.0	2020-ventures__everpix		USD	2011	
"(664824 {""phone_number"":""415-255-5439"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/2020-ventures"",""description"":""Venture investment"",""overview"":"" Venture investment in social mobile web companies in the US &amp; China. "",""updated_at"":""Tue Aug 02 18:37:36 UTC 2011"",""twitter_username"":""2020vc"",""number_of_employees"":2,""founded_year"":2009,""name"":""2020 Ventures"",""permalink"":""2020-ventures"",""founded_month"":12,""email_address"":""dw@2020.co"",""created_at"":""Wed Aug 25 16:28:15 UTC 2010"",""stub"":""False"",""homepage_url"":""http://2020.co"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False""})"	"(665459 {""stub"":"""",""visited"":""False"",""permalink"":""spotsetter"",""name"":""Spotsetter""})"	funded		2020-ventures__spotsetter	funded					Spotsetter Closes $1.3M Seed Funding	seed	1300000.0	2020-ventures__spotsetter	http://www.finsmes.com/2013/08/spotsetter-closes-1-3m-seed-funding.html	USD	2013	
"(664825 {""stub"":""False"",""permalink"":""20k-industries"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/20k-industries"",""name"":""20K Industries"",""visited"":""False"",""created_at"":""Fri Nov 15 04:05:28 UTC 2013"",""updated_at"":""Fri Nov 15 04:05:28 UTC 2013""})"	"(665460 {""stub"":"""",""visited"":""False"",""permalink"":""datarpm"",""name"":""DataRPM""})"	funded		20k-industries__datarpm	funded					DataRPM Raises $800K in Funding	seed	800000.0	20k-industries__datarpm	http://www.finsmes.com/2013/11/datarpm-raises-800k-funding.html	USD	2013	
"(664828 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/212-capital-partners-2"",""description"":"""",""overview"":"" 212 Capital Partners is an early-stage venture capital firm specializing in internet, telecom and technology companies.     212 invests in a wide portfolio of B2B and B2C companies involved in various tech-related industries such as e-commerce, gaming, platform and software-as-a-service (SaaS), both locally and internationally. Some of their clients include Solvoyo, Hazinem, Butigo, Ballerin and CloudArena.    The company was founded in December 2011 and is based in Istanbul, Turkey. "",""updated_at"":""Wed Feb 19 04:11:51 UTC 2014"",""twitter_username"":""212ltd"",""number_of_employees"":3,""founded_year"":2011,""permalink"":""212-capital-partners-2"",""name"":""212 Capital Partners"",""email_address"":""info@212ltd.com"",""created_at"":""Thu Nov 24 13:09:09 UTC 2011"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://www.212ltd.com"",""blog_feed_url"":""http://blog.212ltd.com"",""blog_url"":""http://www.212ltd.com"",""visited"":""False""})"	"(665462 {""stub"":"""",""visited"":""False"",""permalink"":""cloudarena"",""name"":""CloudArena""})"	funded		212-capital-partners-2__cloudarena	funded					Cloudarena Receives Investment from 212 Capital Partners	seed	800000.0	212-capital-partners-2__cloudarena	http://www.finsmes.com/2012/04/cloudarena-receives-investment-212-capital-partners.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29	USD	2012	
"(664828 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/212-capital-partners-2"",""description"":"""",""overview"":"" 212 Capital Partners is an early-stage venture capital firm specializing in internet, telecom and technology companies.     212 invests in a wide portfolio of B2B and B2C companies involved in various tech-related industries such as e-commerce, gaming, platform and software-as-a-service (SaaS), both locally and internationally. Some of their clients include Solvoyo, Hazinem, Butigo, Ballerin and CloudArena.    The company was founded in December 2011 and is based in Istanbul, Turkey. "",""updated_at"":""Wed Feb 19 04:11:51 UTC 2014"",""twitter_username"":""212ltd"",""number_of_employees"":3,""founded_year"":2011,""permalink"":""212-capital-partners-2"",""name"":""212 Capital Partners"",""email_address"":""info@212ltd.com"",""created_at"":""Thu Nov 24 13:09:09 UTC 2011"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://www.212ltd.com"",""blog_feed_url"":""http://blog.212ltd.com"",""blog_url"":""http://www.212ltd.com"",""visited"":""False""})"	"(665463 {""stub"":"""",""visited"":""False"",""permalink"":""evim-net"",""name"":""Evim.net""})"	funded		212-capital-partners-2__evim-net	funded					Evim.net Raises $5M In Series A Funding	a	5000000.0	212-capital-partners-2__evim-net	http://www.finsmes.com/2013/07/evim-net-raises-5m-series-funding.html	USD	2013	
"(664828 {""phone_number"":"""",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/212-capital-partners-2"",""description"":"""",""overview"":"" 212 Capital Partners is an early-stage venture capital firm specializing in internet, telecom and technology companies.     212 invests in a wide portfolio of B2B and B2C companies involved in various tech-related industries such as e-commerce, gaming, platform and software-as-a-service (SaaS), both locally and internationally. Some of their clients include Solvoyo, Hazinem, Butigo, Ballerin and CloudArena.    The company was founded in December 2011 and is based in Istanbul, Turkey. "",""updated_at"":""Wed Feb 19 04:11:51 UTC 2014"",""twitter_username"":""212ltd"",""number_of_employees"":3,""founded_year"":2011,""permalink"":""212-capital-partners-2"",""name"":""212 Capital Partners"",""email_address"":""info@212ltd.com"",""created_at"":""Thu Nov 24 13:09:09 UTC 2011"",""alias_list"":"""",""stub"":""False"",""homepage_url"":""http://www.212ltd.com"",""blog_feed_url"":""http://blog.212ltd.com"",""blog_url"":""http://www.212ltd.com"",""visited"":""False""})"	"(665462 {""stub"":"""",""visited"":""False"",""permalink"":""cloudarena"",""name"":""CloudArena""})"	funded		212-capital-partners-2__cloudarena	funded					CloudArena Raises $1.5M Funding	seed	1500000.0	212-capital-partners-2__cloudarena	http://www.finsmes.com/2013/07/cloudarena-raises-1-5m-funding.html	USD	2013	
